# addr	region	name  (STT_OBJECT in ROM)
0x08308660	rom	sAnim_Gorebyss_1
0x08308678	rom	sAnim_Absol_1
0x08308690	rom	sAnim_Shuppet_1
0x083086B0	rom	sAnim_Banette_1
0x083086D0	rom	sAnim_Seviper_1
0x083086F0	rom	sAnim_Zangoose_1
0x08308710	rom	sAnim_Relicanth_1
0x08308728	rom	sAnim_Aron_1
0x08308740	rom	sAnim_Lairon_1
0x08308758	rom	sAnim_Aggron_1
0x08308768	rom	sAnim_Castform_0
0x08308770	rom	sAnim_Castform_1
0x08308778	rom	sAnim_Castform_2
0x08308780	rom	sAnim_Castform_3
0x08308788	rom	sAnim_Volbeat_1
0x083087A8	rom	sAnim_Illumise_1
0x083087C0	rom	sAnim_Lileep_1
0x083087D8	rom	sAnim_Cradily_1
0x083087F8	rom	sAnim_Anorith_1
0x08308818	rom	sAnim_Armaldo_1
0x08308830	rom	sAnim_Ralts_1
0x08308840	rom	sAnim_Kirlia_1
0x08308850	rom	sAnim_Gardevoir_1
0x08308888	rom	sAnim_Bagon_1
0x083088A0	rom	sAnim_Shelgon_1
0x083088B8	rom	sAnim_Salamence_1
0x083088D0	rom	sAnim_Beldum_1
0x083088E8	rom	sAnim_Metang_1
0x08308900	rom	sAnim_Metagross_1
0x08308918	rom	sAnim_Regirock_1
0x08308930	rom	sAnim_Regirock_2
0x08308944	rom	sAnim_Regice_1
0x0830895C	rom	sAnim_Registeel_1
0x08308974	rom	sAnim_Registeel_2
0x08308988	rom	sAnim_Kyogre_1
0x083089A0	rom	sAnim_Kyogre_2
0x083089B4	rom	sAnim_Groudon_1
0x083089CC	rom	sAnim_Groudon_2
0x083089E0	rom	sAnim_Rayquaza_1
0x083089F8	rom	sAnim_Rayquaza_2
0x08308A0C	rom	sAnim_Latias_1
0x08308A24	rom	sAnim_Latias_2
0x08308A38	rom	sAnim_Latios_1
0x08308A50	rom	sAnim_Latios_2
0x08308A64	rom	sAnim_Jirachi_1
0x08308A90	rom	sAnim_Jirachi_2
0x08308AA4	rom	sAnim_Deoxys_1
0x08308ABC	rom	sAnim_Deoxys_2
0x08308AD0	rom	sAnim_Chimecho_1
0x08308AF8	rom	sAnim_Egg_1
0x08308B0C	rom	sAnim_UnownB_1
0x08308B1C	rom	sAnim_UnownC_1
0x08308B2C	rom	sAnim_UnownD_1
0x08308B3C	rom	sAnim_UnownE_1
0x08308B4C	rom	sAnim_UnownF_1
0x08308B5C	rom	sAnim_UnownG_1
0x08308B6C	rom	sAnim_UnownH_1
0x08308B7C	rom	sAnim_UnownI_1
0x08308B8C	rom	sAnim_UnownJ_1
0x08308B9C	rom	sAnim_UnownK_1
0x08308BAC	rom	sAnim_UnownL_1
0x08308BBC	rom	sAnim_UnownM_1
0x08308BCC	rom	sAnim_UnownN_1
0x08308BDC	rom	sAnim_UnownO_1
0x08308BEC	rom	sAnim_UnownP_1
0x08308BFC	rom	sAnim_UnownQ_1
0x08308C0C	rom	sAnim_UnownR_1
0x08308C1C	rom	sAnim_UnownS_1
0x08308C2C	rom	sAnim_UnownT_1
0x08308C3C	rom	sAnim_UnownU_1
0x08308C4C	rom	sAnim_UnownV_1
0x08308C5C	rom	sAnim_UnownW_1
0x08308C6C	rom	sAnim_UnownX_1
0x08308C7C	rom	sAnim_UnownY_1
0x08308C8C	rom	sAnim_UnownZ_1
0x08308C9C	rom	sAnim_UnownEMark_1
0x08308CAC	rom	sAnim_UnownQMark_1
0x08308CBC	rom	sAnims_None
0x08308CC4	rom	sAnims_Bulbasaur
0x08308CCC	rom	sAnims_Ivysaur
0x08308CD4	rom	sAnims_Venusaur
0x08308CDC	rom	sAnims_Charmander
0x08308CE4	rom	sAnims_Charmeleon
0x08308CEC	rom	sAnims_Charizard
0x08308CF4	rom	sAnims_Squirtle
0x08308CFC	rom	sAnims_Wartortle
0x08308D04	rom	sAnims_Blastoise
0x08308D0C	rom	sAnims_Caterpie
0x08308D14	rom	sAnims_Metapod
0x08308D1C	rom	sAnims_Butterfree
0x08308D24	rom	sAnims_Weedle
0x08308D2C	rom	sAnims_Kakuna
0x08308D34	rom	sAnims_Beedrill
0x08308D3C	rom	sAnims_Pidgey
0x08308D44	rom	sAnims_Pidgeotto
0x08308D4C	rom	sAnims_Pidgeot
0x08308D54	rom	sAnims_Rattata
0x08308D5C	rom	sAnims_Raticate
0x08308D64	rom	sAnims_Spearow
0x08308D6C	rom	sAnims_Fearow
0x08308D74	rom	sAnims_Ekans
0x08308D7C	rom	sAnims_Arbok
0x08308D84	rom	sAnims_Pikachu
0x08308D90	rom	sAnims_Raichu
0x08308D9C	rom	sAnims_Sandshrew
0x08308DA8	rom	sAnims_Sandslash
0x08308DB4	rom	sAnims_NidoranF
0x08308DBC	rom	sAnims_Nidorina
0x08308DC4	rom	sAnims_Nidoqueen
0x08308DCC	rom	sAnims_NidoranM
0x08308DD4	rom	sAnims_Nidorino
0x08308DDC	rom	sAnims_Nidoking
0x08308DE4	rom	sAnims_Clefairy
0x08308DEC	rom	sAnims_Clefable
0x08308DF4	rom	sAnims_Vulpix
0x08308E00	rom	sAnims_Ninetales
0x08308E0C	rom	sAnims_Jigglypuff
0x08308E18	rom	sAnims_Wigglytuff
0x08308E24	rom	sAnims_Zubat
0x08308E2C	rom	sAnims_Golbat
0x08308E34	rom	sAnims_Oddish
0x08308E3C	rom	sAnims_Gloom
0x08308E44	rom	sAnims_Vileplume
0x08308E4C	rom	sAnims_Paras
0x08308E54	rom	sAnims_Parasect
0x08308E5C	rom	sAnims_Venonat
0x08308E64	rom	sAnims_Venomoth
0x08308E6C	rom	sAnims_Diglett
0x08308E74	rom	sAnims_Dugtrio
0x08308E7C	rom	sAnims_Meowth
0x08308E84	rom	sAnims_Persian
0x08308E8C	rom	sAnims_Psyduck
0x08308E98	rom	sAnims_Golduck
0x08308EA4	rom	sAnims_Mankey
0x08308EAC	rom	sAnims_Primeape
0x08308EB4	rom	sAnims_Growlithe
0x08308EBC	rom	sAnims_Arcanine
0x08308EC4	rom	sAnims_Poliwag
0x08308ECC	rom	sAnims_Poliwhirl
0x08308ED4	rom	sAnims_Poliwrath
0x08308EDC	rom	sAnims_Abra
0x08308EE4	rom	sAnims_Kadabra
0x08308EEC	rom	sAnims_Alakazam
0x08308EF4	rom	sAnims_Machop
0x08308EFC	rom	sAnims_Machoke
0x08308F04	rom	sAnims_Machamp
0x08308F0C	rom	sAnims_Bellsprout
0x08308F14	rom	sAnims_Weepinbell
0x08308F1C	rom	sAnims_Victreebel
0x08308F24	rom	sAnims_Tentacool
0x08308F2C	rom	sAnims_Tentacruel
0x08308F34	rom	sAnims_Geodude
0x08308F3C	rom	sAnims_Graveler
0x08308F44	rom	sAnims_Golem
0x08308F4C	rom	sAnims_Ponyta
0x08308F54	rom	sAnims_Rapidash
0x08308F5C	rom	sAnims_Slowpoke
0x08308F64	rom	sAnims_Slowbro
0x08308F6C	rom	sAnims_Magnemite
0x08308F74	rom	sAnims_Magneton
0x08308F7C	rom	sAnims_Farfetchd
0x08308F84	rom	sAnims_Doduo
0x08308F8C	rom	sAnims_Dodrio
0x08308F94	rom	sAnims_Seel
0x08308F9C	rom	sAnims_Dewgong
0x08308FA4	rom	sAnims_Grimer
0x08308FB0	rom	sAnims_Muk
0x08308FBC	rom	sAnims_Shellder
0x08308FC4	rom	sAnims_Cloyster
0x08308FCC	rom	sAnims_Gastly
0x08308FD4	rom	sAnims_Haunter
0x08308FDC	rom	sAnims_Gengar
0x08308FE4	rom	sAnims_Onix
0x08308FEC	rom	sAnims_Drowzee
0x08308FF4	rom	sAnims_Hypno
0x08308FFC	rom	sAnims_Krabby
0x08309004	rom	sAnims_Kingler
0x0830900C	rom	sAnims_Voltorb
0x08309014	rom	sAnims_Electrode
0x0830901C	rom	sAnims_Exeggcute
0x08309024	rom	sAnims_Exeggutor
0x0830902C	rom	sAnims_Cubone
0x08309034	rom	sAnims_Marowak
0x0830903C	rom	sAnims_Hitmonlee
0x08309044	rom	sAnims_Hitmonchan
0x0830904C	rom	sAnims_Lickitung
0x08309054	rom	sAnims_Koffing
0x08309060	rom	sAnims_Weezing
0x0830906C	rom	sAnims_Rhyhorn
0x08309078	rom	sAnims_Rhydon
0x08309084	rom	sAnims_Chansey
0x0830908C	rom	sAnims_Tangela
0x08309094	rom	sAnims_Kangaskhan
0x0830909C	rom	sAnims_Horsea
0x083090A8	rom	sAnims_Seadra
0x083090B4	rom	sAnims_Goldeen
0x083090BC	rom	sAnims_Seaking
0x083090C4	rom	sAnims_Staryu
0x083090D0	rom	sAnims_Starmie
0x083090DC	rom	sAnims_MrMime
0x083090E4	rom	sAnims_Scyther
0x083090EC	rom	sAnims_Jynx
0x083090F4	rom	sAnims_Electabuzz
0x083090FC	rom	sAnims_Magmar
0x08309104	rom	sAnims_Pinsir
0x08309110	rom	sAnims_Tauros
0x08309118	rom	sAnims_Magikarp
0x08309120	rom	sAnims_Gyarados
0x08309128	rom	sAnims_Lapras
0x08309130	rom	sAnims_Ditto
0x08309138	rom	sAnims_Eevee
0x08309140	rom	sAnims_Vaporeon
0x08309148	rom	sAnims_Jolteon
0x08309150	rom	sAnims_Flareon
0x08309158	rom	sAnims_Porygon
0x08309160	rom	sAnims_Omanyte
0x08309168	rom	sAnims_Omastar
0x08309170	rom	sAnims_Kabuto
0x08309178	rom	sAnims_Kabutops
0x08309180	rom	sAnims_Aerodactyl
0x08309188	rom	sAnims_Snorlax
0x08309190	rom	sAnims_Articuno
0x08309198	rom	sAnims_Zapdos
0x083091A0	rom	sAnims_Moltres
0x083091A8	rom	sAnims_Dratini
0x083091B0	rom	sAnims_Dragonair
0x083091B8	rom	sAnims_Dragonite
0x083091C0	rom	sAnims_Mewtwo
0x083091C8	rom	sAnims_Mew
0x083091D0	rom	sAnims_Chikorita
0x083091D8	rom	sAnims_Bayleef
0x083091E0	rom	sAnims_Meganium
0x083091E8	rom	sAnims_Cyndaquil
0x083091F0	rom	sAnims_Quilava
0x083091F8	rom	sAnims_Typhlosion
0x08309200	rom	sAnims_Totodile
0x08309208	rom	sAnims_Croconaw
0x08309210	rom	sAnims_Feraligatr
0x08309218	rom	sAnims_Sentret
0x08309220	rom	sAnims_Furret
0x08309228	rom	sAnims_Hoothoot
0x08309230	rom	sAnims_Noctowl
0x08309238	rom	sAnims_Ledyba
0x08309240	rom	sAnims_Ledian
0x08309248	rom	sAnims_Spinarak
0x08309250	rom	sAnims_Ariados
0x08309258	rom	sAnims_Crobat
0x08309260	rom	sAnims_Chinchou
0x0830926C	rom	sAnims_Lanturn
0x08309278	rom	sAnims_Pichu
0x08309284	rom	sAnims_Cleffa
0x0830928C	rom	sAnims_Igglybuff
0x08309298	rom	sAnims_Togepi
0x083092A0	rom	sAnims_Togetic
0x083092A8	rom	sAnims_Natu
0x083092B4	rom	sAnims_Xatu
0x083092C0	rom	sAnims_Mareep
0x083092C8	rom	sAnims_Flaaffy
0x083092D0	rom	sAnims_Ampharos
0x083092D8	rom	sAnims_Bellossom
0x083092E0	rom	sAnims_Marill
0x083092E8	rom	sAnims_Azumarill
0x083092F0	rom	sAnims_Sudowoodo
0x083092F8	rom	sAnims_Politoed
0x08309300	rom	sAnims_Hoppip
0x08309308	rom	sAnims_Skiploom
0x08309310	rom	sAnims_Jumpluff
0x08309318	rom	sAnims_Aipom
0x08309320	rom	sAnims_Sunkern
0x08309328	rom	sAnims_Sunflora
0x08309330	rom	sAnims_Yanma
0x08309338	rom	sAnims_Wooper
0x08309340	rom	sAnims_Quagsire
0x08309348	rom	sAnims_Espeon
0x08309350	rom	sAnims_Umbreon
0x08309358	rom	sAnims_Murkrow
0x08309360	rom	sAnims_Slowking
0x08309368	rom	sAnims_Misdreavus
0x08309370	rom	sAnims_Unown
0x08309378	rom	sAnims_Wobbuffet
0x08309384	rom	sAnims_Girafarig
0x08309390	rom	sAnims_Pineco
0x08309398	rom	sAnims_Forretress
0x083093A0	rom	sAnims_Dunsparce
0x083093A8	rom	sAnims_Gligar
0x083093B0	rom	sAnims_Steelix
0x083093B8	rom	sAnims_Snubbull
0x083093C0	rom	sAnims_Granbull
0x083093C8	rom	sAnims_Qwilfish
0x083093D0	rom	sAnims_Scizor
0x083093D8	rom	sAnims_Shuckle
0x083093E0	rom	sAnims_Heracross
0x083093EC	rom	sAnims_Sneasel
0x083093F4	rom	sAnims_Teddiursa
0x083093FC	rom	sAnims_Ursaring
0x08309404	rom	sAnims_Slugma
0x08309410	rom	sAnims_Magcargo
0x0830941C	rom	sAnims_Swinub
0x08309424	rom	sAnims_Piloswine
0x0830942C	rom	sAnims_Corsola
0x08309438	rom	sAnims_Remoraid
0x08309440	rom	sAnims_Octillery
0x08309448	rom	sAnims_Delibird
0x08309450	rom	sAnims_Mantine
0x08309458	rom	sAnims_Skarmory
0x08309464	rom	sAnims_Houndour
0x0830946C	rom	sAnims_Houndoom
0x08309474	rom	sAnims_Kingdra
0x08309480	rom	sAnims_Phanpy
0x0830948C	rom	sAnims_Donphan
0x08309498	rom	sAnims_Porygon2
0x083094A0	rom	sAnims_Stantler
0x083094A8	rom	sAnims_Smeargle
0x083094B0	rom	sAnims_Tyrogue
0x083094B8	rom	sAnims_Hitmontop
0x083094C0	rom	sAnims_Smoochum
0x083094C8	rom	sAnims_Elekid
0x083094D0	rom	sAnims_Magby
0x083094D8	rom	sAnims_Miltank
0x083094E0	rom	sAnims_Blissey
0x083094E8	rom	sAnims_Raikou
0x083094F0	rom	sAnims_Entei
0x083094F8	rom	sAnims_Suicune
0x08309500	rom	sAnims_Larvitar
0x08309508	rom	sAnims_Pupitar
0x08309510	rom	sAnims_Tyranitar
0x08309518	rom	sAnims_Lugia
0x08309520	rom	sAnims_HoOh
0x08309528	rom	sAnims_Celebi
0x08309530	rom	sAnims_OldUnownB
0x08309538	rom	sAnims_Treecko
0x08309540	rom	sAnims_Grovyle
0x08309548	rom	sAnims_Sceptile
0x08309550	rom	sAnims_Torchic
0x08309558	rom	sAnims_Combusken
0x08309560	rom	sAnims_Blaziken
0x08309574	rom	sAnims_Mudkip
0x0830957C	rom	sAnims_Marshtomp
0x08309584	rom	sAnims_Swampert
0x0830958C	rom	sAnims_Poochyena
0x08309594	rom	sAnims_Mightyena
0x0830959C	rom	sAnims_Zigzagoon
0x083095A4	rom	sAnims_Linoone
0x083095AC	rom	sAnims_Wurmple
0x083095B4	rom	sAnims_Silcoon
0x083095C0	rom	sAnims_Beautifly
0x083095CC	rom	sAnims_Cascoon
0x083095D8	rom	sAnims_Dustox
0x083095E4	rom	sAnims_Lotad
0x083095EC	rom	sAnims_Lombre
0x083095F4	rom	sAnims_Ludicolo
0x083095FC	rom	sAnims_Seedot
0x08309604	rom	sAnims_Nuzleaf
0x0830960C	rom	sAnims_Shiftry
0x08309614	rom	sAnims_Nincada
0x0830961C	rom	sAnims_Ninjask
0x08309624	rom	sAnims_Shedinja
0x0830962C	rom	sAnims_Taillow
0x08309634	rom	sAnims_Swellow
0x0830963C	rom	sAnims_Shroomish
0x08309644	rom	sAnims_Breloom
0x0830964C	rom	sAnims_Spinda
0x08309650	rom	sAnims_Wingull
0x08309658	rom	sAnims_Pelipper
0x08309660	rom	sAnims_Surskit
0x0830966C	rom	sAnims_Masquerain
0x08309678	rom	sAnims_Wailmer
0x08309680	rom	sAnims_Wailord
0x08309688	rom	sAnims_Skitty
0x08309690	rom	sAnims_Delcatty
0x08309698	rom	sAnims_Kecleon
0x083096A0	rom	sAnims_Baltoy
0x083096A8	rom	sAnims_Claydol
0x083096B0	rom	sAnims_Nosepass
0x083096B8	rom	sAnims_Torkoal
0x083096C0	rom	sAnims_Sableye
0x083096C8	rom	sAnims_Barboach
0x083096D0	rom	sAnims_Whiscash
0x083096D8	rom	sAnims_Luvdisc
0x083096E0	rom	sAnims_Corphish
0x083096E8	rom	sAnims_Crawdaunt
0x083096F0	rom	sAnims_Feebas
0x083096F8	rom	sAnims_Milotic
0x08309700	rom	sAnims_Carvanha
0x08309708	rom	sAnims_Sharpedo
0x08309710	rom	sAnims_Trapinch
0x08309718	rom	sAnims_Vibrava
0x08309720	rom	sAnims_Flygon
0x08309728	rom	sAnims_Makuhita
0x08309730	rom	sAnims_Hariyama
0x08309738	rom	sAnims_Electrike
0x08309740	rom	sAnims_Manectric
0x08309748	rom	sAnims_Numel
0x08309750	rom	sAnims_Camerupt
0x08309758	rom	sAnims_Spheal
0x08309760	rom	sAnims_Sealeo
0x08309768	rom	sAnims_Walrein
0x08309770	rom	sAnims_Cacnea
0x08309778	rom	sAnims_Cacturne
0x08309780	rom	sAnims_Snorunt
0x08309788	rom	sAnims_Glalie
0x08309790	rom	sAnims_Lunatone
0x0830979C	rom	sAnims_Solrock
0x083097A8	rom	sAnims_Azurill
0x083097B0	rom	sAnims_Spoink
0x083097B8	rom	sAnims_Grumpig
0x083097C0	rom	sAnims_Plusle
0x083097C8	rom	sAnims_Minun
0x083097D0	rom	sAnims_Mawile
0x083097D8	rom	sAnims_Meditite
0x083097E0	rom	sAnims_Medicham
0x083097E8	rom	sAnims_Swablu
0x083097F4	rom	sAnims_Altaria
0x08309800	rom	sAnims_Wynaut
0x08309808	rom	sAnims_Duskull
0x08309810	rom	sAnims_Dusclops
0x08309818	rom	sAnims_Roselia
0x08309820	rom	sAnims_Slakoth
0x08309828	rom	sAnims_Vigoroth
0x08309830	rom	sAnims_Slaking
0x08309838	rom	sAnims_Gulpin
0x08309840	rom	sAnims_Swalot
0x08309848	rom	sAnims_Tropius
0x08309850	rom	sAnims_Whismur
0x08309858	rom	sAnims_Loudred
0x08309860	rom	sAnims_Exploud
0x08309868	rom	sAnims_Clamperl
0x08309870	rom	sAnims_Huntail
0x08309878	rom	sAnims_Gorebyss
0x08309880	rom	sAnims_Absol
0x08309888	rom	sAnims_Shuppet
0x08309890	rom	sAnims_Banette
0x08309898	rom	sAnims_Seviper
0x083098A0	rom	sAnims_Zangoose
0x083098A8	rom	sAnims_Relicanth
0x083098B0	rom	sAnims_Aron
0x083098B8	rom	sAnims_Lairon
0x083098C0	rom	sAnims_Aggron
0x083098C8	rom	sAnims_Castform
0x083098D8	rom	sAnims_Volbeat
0x083098E0	rom	sAnims_Illumise
0x083098E8	rom	sAnims_Lileep
0x083098F0	rom	sAnims_Cradily
0x083098F8	rom	sAnims_Anorith
0x08309900	rom	sAnims_Armaldo
0x08309908	rom	sAnims_Ralts
0x08309910	rom	sAnims_Kirlia
0x08309918	rom	sAnims_Gardevoir
0x08309920	rom	sAnims_Bagon
0x08309928	rom	sAnims_Shelgon
0x08309930	rom	sAnims_Salamence
0x08309938	rom	sAnims_Beldum
0x08309940	rom	sAnims_Metang
0x08309948	rom	sAnims_Metagross
0x08309950	rom	sAnims_Regirock
0x0830995C	rom	sAnims_Regice
0x08309964	rom	sAnims_Registeel
0x08309970	rom	sAnims_Kyogre
0x0830997C	rom	sAnims_Groudon
0x08309988	rom	sAnims_Rayquaza
0x08309994	rom	sAnims_Latias
0x083099A0	rom	sAnims_Latios
0x083099AC	rom	sAnims_Jirachi
0x083099B8	rom	sAnims_Deoxys
0x083099C4	rom	sAnims_Chimecho
0x083099CC	rom	sAnims_Egg
0x083099D4	rom	sAnims_UnownB
0x083099DC	rom	sAnims_UnownC
0x083099E4	rom	sAnims_UnownD
0x083099EC	rom	sAnims_UnownE
0x083099F4	rom	sAnims_UnownF
0x083099FC	rom	sAnims_UnownG
0x08309A04	rom	sAnims_UnownH
0x08309A0C	rom	sAnims_UnownI
0x08309A14	rom	sAnims_UnownJ
0x08309A1C	rom	sAnims_UnownK
0x08309A24	rom	sAnims_UnownL
0x08309A2C	rom	sAnims_UnownM
0x08309A34	rom	sAnims_UnownN
0x08309A3C	rom	sAnims_UnownO
0x08309A44	rom	sAnims_UnownP
0x08309A4C	rom	sAnims_UnownQ
0x08309A54	rom	sAnims_UnownR
0x08309A5C	rom	sAnims_UnownS
0x08309A64	rom	sAnims_UnownT
0x08309A6C	rom	sAnims_UnownU
0x08309A74	rom	sAnims_UnownV
0x08309A7C	rom	sAnims_UnownW
0x08309A84	rom	sAnims_UnownX
0x08309A8C	rom	sAnims_UnownY
0x08309A94	rom	sAnims_UnownZ
0x08309A9C	rom	sAnims_UnownEMark
0x08309AA4	rom	sAnims_UnownQMark
0x08309AAC	rom	gMonFrontAnimsPtrTable
0x0830A18C	rom	gMonFrontPicTable
0x0830AF4C	rom	sUnused
0x0830B62C	rom	sParty_Sawyer1
0x0830B634	rom	sParty_GruntAquaHideout1
0x0830B63C	rom	sParty_GruntAquaHideout2
0x0830B64C	rom	sParty_GruntAquaHideout3
0x0830B654	rom	sParty_GruntAquaHideout4
0x0830B65C	rom	sParty_GruntSeafloorCavern1
0x0830B664	rom	sParty_GruntSeafloorCavern2
0x0830B66C	rom	sParty_GruntSeafloorCavern3
0x0830B674	rom	sParty_Gabrielle1
0x0830B6A4	rom	sParty_GruntPetalburgWoods
0x0830B6AC	rom	sParty_Marcel
0x0830B6BC	rom	sParty_Alberto
0x0830B6CC	rom	sParty_Ed
0x0830B6DC	rom	sParty_GruntSeafloorCavern4
0x0830B6E4	rom	sParty_Declan
0x0830B6EC	rom	sParty_GruntRusturfTunnel
0x0830B6F4	rom	sParty_GruntWeatherInst1
0x0830B704	rom	sParty_GruntWeatherInst2
0x0830B714	rom	sParty_GruntWeatherInst3
0x0830B72C	rom	sParty_GruntMuseum1
0x0830B734	rom	sParty_GruntMuseum2
0x0830B744	rom	sParty_GruntSpaceCenter1
0x0830B74C	rom	sParty_GruntMtPyre1
0x0830B754	rom	sParty_GruntMtPyre2
0x0830B75C	rom	sParty_GruntMtPyre3
0x0830B76C	rom	sParty_GruntWeatherInst4
0x0830B774	rom	sParty_GruntAquaHideout5
0x0830B77C	rom	sParty_GruntAquaHideout6
0x0830B784	rom	sParty_Fredrick
0x0830B794	rom	sParty_Matt
0x0830B7A4	rom	sParty_Zander
0x0830B7AC	rom	sParty_ShellyWeatherInstitute
0x0830B7BC	rom	sParty_ShellySeafloorCavern
0x0830B7CC	rom	sParty_Archie
0x0830B7E4	rom	sParty_Leah
0x0830B7EC	rom	sParty_Daisy
0x0830B7FC	rom	sParty_Rose1
0x0830B814	rom	sParty_Felix
0x0830B834	rom	sParty_Violet
0x0830B844	rom	sParty_Rose2
0x0830B854	rom	sParty_Rose3
0x0830B86C	rom	sParty_Rose4
0x0830B884	rom	sParty_Rose5
0x0830B89C	rom	sParty_Dusty1
0x0830B8AC	rom	sParty_Chip
0x0830B8DC	rom	sParty_Foster
0x0830B8FC	rom	sParty_Dusty2
0x0830B90C	rom	sParty_Dusty3
0x0830B91C	rom	sParty_Dusty4
0x0830B92C	rom	sParty_Dusty5
0x0830B93C	rom	sParty_GabbyAndTy1
0x0830B94C	rom	sParty_GabbyAndTy2
0x0830B95C	rom	sParty_GabbyAndTy3
0x0830B96C	rom	sParty_GabbyAndTy4
0x0830B97C	rom	sParty_GabbyAndTy5
0x0830B98C	rom	sParty_GabbyAndTy6
0x0830B9AC	rom	sParty_Lola1
0x0830B9BC	rom	sParty_Austina
0x0830B9C4	rom	sParty_Gwen
0x0830B9CC	rom	sParty_Lola2
0x0830B9DC	rom	sParty_Lola3
0x0830B9EC	rom	sParty_Lola4
0x0830B9FC	rom	sParty_Lola5
0x0830BA0C	rom	sParty_Ricky1
0x0830BA1C	rom	sParty_Simon
0x0830BA2C	rom	sParty_Charlie
0x0830BA34	rom	sParty_Ricky2
0x0830BA44	rom	sParty_Ricky3
0x0830BA54	rom	sParty_Ricky4
0x0830BA64	rom	sParty_Ricky5
0x0830BA74	rom	sParty_Randall
0x0830BA84	rom	sParty_Parker
0x0830BA94	rom	sParty_George
0x0830BAA4	rom	sParty_Berke
0x0830BAB4	rom	sParty_Braxton
0x0830BB04	rom	sParty_Vincent
0x0830BB1C	rom	sParty_Leroy
0x0830BB2C	rom	sParty_Wilton1
0x0830BB44	rom	sParty_Edgar
0x0830BB54	rom	sParty_Albert
0x0830BB64	rom	sParty_Samuel
0x0830BB7C	rom	sParty_Vito
0x0830BB9C	rom	sParty_Owen
0x0830BBB4	rom	sParty_Wilton2
0x0830BBCC	rom	sParty_Wilton3
0x0830BBE4	rom	sParty_Wilton4
0x0830BBFC	rom	sParty_Wilton5
0x0830BC14	rom	sParty_Warren
0x0830BC24	rom	sParty_Mary
0x0830BC34	rom	sParty_Alexia
0x0830BC44	rom	sParty_Jody
0x0830BC54	rom	sParty_Wendy
0x0830BC84	rom	sParty_Keira
0x0830BC94	rom	sParty_Brooke1
0x0830BCAC	rom	sParty_Jennifer
0x0830BCB4	rom	sParty_Hope
0x0830BCBC	rom	sParty_Shannon
0x0830BCC4	rom	sParty_Michelle
0x0830BCDC	rom	sParty_Caroline
0x0830BCEC	rom	sParty_Julie
0x0830BD04	rom	sParty_Brooke2
0x0830BD1C	rom	sParty_Brooke3
0x0830BD34	rom	sParty_Brooke4
0x0830BD4C	rom	sParty_Brooke5
0x0830BD64	rom	sParty_Patricia
0x0830BD74	rom	sParty_Kindra
0x0830BD84	rom	sParty_Tammy
0x0830BD94	rom	sParty_Valerie1
0x0830BD9C	rom	sParty_Tasha
0x0830BDA4	rom	sParty_Valerie2
0x0830BDB4	rom	sParty_Valerie3
0x0830BDC4	rom	sParty_Valerie4
0x0830BDD4	rom	sParty_Valerie5
0x0830BDEC	rom	sParty_Cindy1
0x0830BDF4	rom	sParty_Daphne
0x0830BE14	rom	sParty_GruntSpaceCenter2
0x0830BE2C	rom	sParty_Cindy2
0x0830BE3C	rom	sParty_Brianna
0x0830BE44	rom	sParty_Naomi
0x0830BE4C	rom	sParty_Cindy3
0x0830BE54	rom	sParty_Cindy4
0x0830BE5C	rom	sParty_Cindy5
0x0830BE64	rom	sParty_Cindy6
0x0830BE74	rom	sParty_Melissa
0x0830BE7C	rom	sParty_Sheila
0x0830BE84	rom	sParty_Shirley
0x0830BE8C	rom	sParty_Jessica1
0x0830BEAC	rom	sParty_Connie
0x0830BEB4	rom	sParty_Bridget
0x0830BEBC	rom	sParty_Olivia
0x0830BEEC	rom	sParty_Tiffany
0x0830BEFC	rom	sParty_Jessica2
0x0830BF1C	rom	sParty_Jessica3
0x0830BF3C	rom	sParty_Jessica4
0x0830BF5C	rom	sParty_Jessica5
0x0830BF7C	rom	sParty_Winston1
0x0830BF84	rom	sParty_Mollie
0x0830BF94	rom	sParty_Garret
0x0830BF9C	rom	sParty_Winston2
0x0830BFA4	rom	sParty_Winston3
0x0830BFAC	rom	sParty_Winston4
0x0830BFB4	rom	sParty_Winston5
0x0830BFC4	rom	sParty_Steve1
0x0830BFCC	rom	sParty_Thalia1
0x0830BFDC	rom	sParty_Mark
0x0830BFE4	rom	sParty_GruntMtChimney1
0x0830BFEC	rom	sParty_Steve2
0x0830BFF4	rom	sParty_Steve3
0x0830C004	rom	sParty_Steve4
0x0830C014	rom	sParty_Steve5
0x0830C024	rom	sParty_Luis
0x0830C02C	rom	sParty_Dominik
0x0830C034	rom	sParty_Douglas
0x0830C044	rom	sParty_Darrin
0x0830C05C	rom	sParty_Tony1
0x0830C064	rom	sParty_Jerome
0x0830C06C	rom	sParty_Matthew
0x0830C074	rom	sParty_David
0x0830C084	rom	sParty_Spencer
0x0830C094	rom	sParty_Roland
0x0830C09C	rom	sParty_Nolen
0x0830C0A4	rom	sParty_Stan
0x0830C0AC	rom	sParty_Barry
0x0830C0B4	rom	sParty_Dean
0x0830C0CC	rom	sParty_Rodney
0x0830C0D4	rom	sParty_Richard
0x0830C0DC	rom	sParty_Herman
0x0830C0EC	rom	sParty_Santiago
0x0830C0FC	rom	sParty_Gilbert
0x0830C104	rom	sParty_Franklin
0x0830C10C	rom	sParty_Kevin
0x0830C114	rom	sParty_Jack
