# addr	region	name  (STT_OBJECT in ROM)
0x085E3854	rom	sIntroPokeball_Gfx
0x085E43A8	rom	sIntroStreaks_Pal
0x085E43C8	rom	sIntroStreaks_Gfx
0x085E4434	rom	sIntroStreaks_Tilemap
0x085E4570	rom	sIntroRayquzaOrb_Pal
0x085E4590	rom	sIntroMisc_Pal
0x085E45B0	rom	sIntroMisc_Gfx
0x085E492C	rom	sIntroFlygonSilhouette_Pal
0x085E494C	rom	sIntroLati_Gfx
0x085E4A38	rom	sUnusedData
0x085E4A74	rom	sSpriteSheet_Sparkle
0x085E4A84	rom	sSpritePalette_Sparkle
0x085E4A94	rom	sOamData_Sparkle
0x085E4A9C	rom	sAnim_Sparkle
0x085E4AB4	rom	sAnims_Sparkle
0x085E4AB8	rom	sSpriteTemplate_Sparkle
0x085E4AD0	rom	sSparkleCoords
0x085E4AE8	rom	sSpriteSheet_RunningPokemon
0x085E4B08	rom	sSpritePalettes_RunningPokemon
0x085E4B28	rom	sOamData_Volbeat
0x085E4B30	rom	sAnim_Volbeat
0x085E4B3C	rom	sAnims_Volbeat
0x085E4B40	rom	sSpriteTemplate_Volbeat
0x085E4B58	rom	sOamData_Torchic
0x085E4B60	rom	sAnim_Torchic_Walk
0x085E4B74	rom	sAnim_Torchic_Run
0x085E4B88	rom	sAnim_Torchic_Trip
0x085E4B98	rom	sAnims_Torchic
0x085E4BA4	rom	sSpriteTemplate_Torchic
0x085E4BBC	rom	sOamData_Manectric
0x085E4BC4	rom	sAnim_Manectric
0x085E4BD8	rom	sAnims_Manectric
0x085E4BDC	rom	sSpriteTemplate_Manectric
0x085E4BF4	rom	sSpriteSheet_Lightning
0x085E4C04	rom	sSpritePalette_Lightning
0x085E4C14	rom	sOamData_Lightning
0x085E4C1C	rom	sAnim_Lightning_Top
0x085E4C28	rom	sAnim_Lightning_Middle
0x085E4C34	rom	sAnim_Lightning_Bottom
0x085E4C40	rom	sAnims_Lightning
0x085E4C4C	rom	sSpriteTemplate_Lightning
0x085E4C64	rom	sGroudonRockData
0x085E4C88	rom	sSpriteSheet_Bubbles
0x085E4C98	rom	sSpritePalette_Bubbles
0x085E4CA8	rom	sKyogreBubbleData
0x085E4CF0	rom	sOamData_Bubbles
0x085E4CF8	rom	sAnim_Bubbles
0x085E4D10	rom	sAnims_Bubbles
0x085E4D14	rom	sSpriteTemplate_Bubbles
0x085E4D2C	rom	sOamData_WaterDrop
0x085E4D34	rom	sAnim_WaterDrop_UpperHalf
0x085E4D3C	rom	sAnim_WaterDrop_LowerHalf
0x085E4D44	rom	sAnim_WaterDrop_Reflection
0x085E4D4C	rom	sAnim_WaterDrop_Ripple
0x085E4D54	rom	sAnims_WaterDrop
0x085E4D64	rom	sSpriteTemplate_WaterDrop
0x085E4D7C	rom	sAnim_PlayerBicycle_Fast
0x085E4D90	rom	sAnim_PlayerBicycle_Slow
0x085E4DA4	rom	sAnim_PlayerBicycle_LookBack
0x085E4DB4	rom	sAnim_PlayerBicycle_LookForward
0x085E4DC4	rom	sAnims_PlayerBicycle
0x085E4DD4	rom	sOamData_GameFreakLetter
0x085E4DDC	rom	sOamData_PresentsLetter
0x085E4DE4	rom	sOamData_GameFreakLogo
0x085E4DEC	rom	sAnim_GameFreakLetter_G
0x085E4DF4	rom	sAnim_GameFreakLetter_A
0x085E4DFC	rom	sAnim_GameFreakLetter_M
0x085E4E04	rom	sAnim_GameFreakLetter_E
0x085E4E0C	rom	sAnim_GameFreakLetter_F
0x085E4E14	rom	sAnim_GameFreakLetter_R
0x085E4E1C	rom	sAnim_GameFreakLetter_K
0x085E4E24	rom	sAnim_PresentsLetter_P
0x085E4E2C	rom	sAnim_PresentsLetter_R
0x085E4E34	rom	sAnim_PresentsLetter_E
0x085E4E3C	rom	sAnim_PresentsLetter_S
0x085E4E44	rom	sAnim_PresentsLetter_N
0x085E4E4C	rom	sAnim_PresentsLetter_T
0x085E4E54	rom	sAnim_GameFreakLogo
0x085E4E5C	rom	sAnims_GameFreakLetter
0x085E4E78	rom	sAnims_PresentsLetter
0x085E4E90	rom	sAnims_GameFreakLogo
0x085E4E94	rom	sGameFreakLetterData
0x085E4EB8	rom	sPresentsLetterData
0x085E4ED8	rom	sAffineAnim_GameFreak_Small
0x085E4EE8	rom	sAffineAnim_GameFreak_GrowAndShrink
0x085E4F08	rom	sAffineAnim_GameFreak_GrowBig
0x085E4F20	rom	sAffineAnim_GameFreak_GrowMedium
0x085E4F38	rom	sAffineAnims_GameFreak
0x085E4F48	rom	sGameFreakLettersMoveSpeed
0x085E4F5C	rom	sSpriteTemplate_GameFreakLetter
0x085E4F74	rom	sSpriteTemplate_PresentsLetter
0x085E4F8C	rom	sSpriteTemplate_GameFreakLogo
0x085E4FA4	rom	sGameFreakLetterStartDelays
0x085E4FB0	rom	sOamData_FlygonSilhouette
0x085E4FB8	rom	sAnim_FlygonSilhouette
0x085E4FC0	rom	sAnims_FlygonSilhouette
0x085E4FC4	rom	sSpriteTemplate_FlygonSilhouette
0x085E4FDC	rom	sSpriteSheet_WaterDropsAndLogo
0x085E4FEC	rom	sSpriteSheet_FlygonSilhouette
0x085E4FFC	rom	sSpritePalettes_Intro1
0x085E501C	rom	sOamData_RayquazaOrb
0x085E5024	rom	sAnim_RayquazaOrb
0x085E502C	rom	sAnims_RayquazaOrb
0x085E5030	rom	sSpriteTemplate_RayquazaOrb
0x085E5048	rom	sSpriteSheet_RayquazaOrb
0x085E5058	rom	sSpritePalette_RayquazaOrb
0x085E5068	rom	sFieldRegionMapBgTemplates
0x085E5070	rom	sFieldRegionMapWindowTemplates
0x085E5088	rom	sCaptureStars
0x085E5094	rom	sBallParticleSpriteSheets
0x085E50F4	rom	sBallParticlePalettes
0x085E5154	rom	sAnim_RegularBall
0x085E5170	rom	sAnim_MasterBall
0x085E5178	rom	sAnim_NetDiveBall
0x085E5180	rom	sAnim_NestBall
0x085E5188	rom	sAnim_LuxuryPremierBall
0x085E5194	rom	sAnim_UltraRepeatTimerBall
0x085E519C	rom	sAnims_BallParticles
0x085E51B4	rom	sBallParticleAnimNums
0x085E51C0	rom	sBallParticleAnimationFuncs
0x085E51F0	rom	sBallParticleSpriteTemplates
0x085E5310	rom	gBallOpenFadeColors
0x085E5338	rom	gPokeblockSpriteTemplate
0x085E5350	rom	sAnim_SafariRock
0x085E5358	rom	sAnims_SafariRock
0x085E535C	rom	sSafariRockSpriteTemplate
0x085E5374	rom	sHof_BgTemplates
0x085E5380	rom	sHof_WindowTemplate
0x085E5388	rom	sMonInfoTextColors
0x085E538C	rom	sPlayerInfoTextColors
0x085E5390	rom	sUnusedTextColors
0x085E5394	rom	sSpriteSheet_Confetti
0x085E53A4	rom	sSpritePalette_Confetti
0x085E53B4	rom	sHallOfFame_MonFullTeamPositions
0x085E53E4	rom	sHallOfFame_MonHalfTeamPositions
0x085E53FC	rom	sOamData_Confetti
0x085E5404	rom	sAnim_PinkConfettiA
0x085E540C	rom	sAnim_RedConfettiA
0x085E5414	rom	sAnim_BlueConfettiA
0x085E541C	rom	sAnim_RedConfettiB
0x085E5424	rom	sAnim_BlueConfettiB
0x085E542C	rom	sAnim_YellowConfettiA
0x085E5434	rom	sAnim_WhiteConfettiA
0x085E543C	rom	sAnim_GreenConfettiA
0x085E5444	rom	sAnim_PinkConfettiB
0x085E544C	rom	sAnim_BlueConfettiC
0x085E5454	rom	sAnim_YellowConfettiB
0x085E545C	rom	sAnim_WhiteConfettiB
0x085E5464	rom	sAnim_GreenConfettiB
0x085E546C	rom	sAnim_PinkConfettiC
0x085E5474	rom	sAnim_RedConfettiC
0x085E547C	rom	sAnim_YellowConfettiC
0x085E5484	rom	sAnim_WhiteConfettiC
0x085E548C	rom	sAnims_Confetti
0x085E54D0	rom	sSpriteTemplate_HofConfetti
0x085E54E8	rom	sHallOfFame_Pal
0x085E5508	rom	sHallOfFame_Gfx
0x085E56D4	rom	sDummyFameMon
0x085E56E8	rom	sHallOfFame_SlotOrder
0x085E56F0	rom	sCredits_Pal
0x085E5770	rom	sCreditsCopyrightEnd_Gfx
0x085E5BAC	rom	sTheEnd_LetterMap_T
0x085E5BBB	rom	sTheEnd_LetterMap_H
0x085E5BCA	rom	sTheEnd_LetterMap_E
0x085E5BD9	rom	sTheEnd_LetterMap_N
0x085E5BE8	rom	sTheEnd_LetterMap_D
0x085E5BF7	rom	sCreditsText_EmptyString
0x085E5BF8	rom	sCreditsText_PkmnEmeraldVersion
0x085E5C10	rom	sCreditsText_Credits
0x085E5C18	rom	sCreditsText_ExecutiveDirector
0x085E5C2B	rom	sCreditsText_Director
0x085E5C34	rom	sCreditsText_ArtDirector
0x085E5C41	rom	sCreditsText_BattleDirector
0x085E5C51	rom	sCreditsText_MainProgrammer
0x085E5C61	rom	sCreditsText_BattleSystemPgrms
0x085E5C7B	rom	sCreditsText_FieldSystemPgrms
0x085E5C93	rom	sCreditsText_Programmers
0x085E5C9F	rom	sCreditsText_MainGraphicDesigner
0x085E5CB5	rom	sCreditsText_GraphicDesigners
0x085E5CC7	rom	sCreditsText_PkmnDesigners
0x085E5CD9	rom	sCreditsText_MusicComposition
0x085E5CEB	rom	sCreditsText_SoundEffectsAndPkmnVoices
0x085E5D0A	rom	sCreditsText_GameDesigners
0x085E5D19	rom	sCreditsText_ScenarioPlot
0x085E5D27	rom	sCreditsText_Scenario
0x085E5D30	rom	sCreditsText_ScriptDesigners
0x085E5D41	rom	sCreditsText_MapDesigners
0x085E5D4F	rom	sCreditsText_MapDataDesigners
0x085E5D62	rom	sCreditsText_ParametricDesigners
0x085E5D77	rom	sCreditsText_PokedexText
0x085E5D84	rom	sCreditsText_EnvAndToolPgrms
0x085E5DA3	rom	sCreditsText_NCLProductTesting
0x085E5DB7	rom	sCreditsText_SpecialThanks
0x085E5DC6	rom	sCreditsText_Coordinators
0x085E5DD3	rom	sCreditsText_Producers
0x085E5DDD	rom	sCreditsText_ExecProducers
0x085E5DF1	rom	sCreditsText_InfoSupervisors
0x085E5E09	rom	sCreditsText_TaskManagers
0x085E5E17	rom	sCreditsText_BrailleCodeCheck
0x085E5E2A	rom	sCreditsText_WorldDirector
0x085E5E39	rom	sCreditsText_BattleFrontierData
0x085E5E4E	rom	sCreditsText_SupportProgrammers
0x085E5E62	rom	sCreditsText_Artwork
0x085E5E6A	rom	sCreditsText_LeadProgrammer
0x085E5E7A	rom	sCreditsText_LeadGraphicArtist
0x085E5E8E	rom	sCreditsText_SatoshiTajiri
0x085E5E9D	rom	sCreditsText_JunichiMasuda
0x085E5EAC	rom	sCreditsText_KenSugimori
0x085E5EB9	rom	sCreditsText_ShigekiMorimoto
0x085E5ECA	rom	sCreditsText_TetsuyaWatanabe
0x085E5EDB	rom	sCreditsText_HisashiSogabe
0x085E5EEA	rom	sCreditsText_SosukeTamada
0x085E5EF8	rom	sCreditsText_AkitoMori
0x085E5F03	rom	sCreditsText_KeitaKagaya
0x085E5F10	rom	sCreditsText_YoshinoriMatsuda
0x085E5F22	rom	sCreditsText_HiroyukiNakamura
0x085E5F34	rom	sCreditsText_MasaoTaya
0x085E5F3F	rom	sCreditsText_SatoshiNohara
0x085E5F4E	rom	sCreditsText_TomomichiOhta
0x085E5F5D	rom	sCreditsText_MiyukiIwasawa
0x085E5F6C	rom	sCreditsText_TakenoriOhta
0x085E5F7A	rom	sCreditsText_HironobuYoshida
0x085E5F8B	rom	sCreditsText_MotofumiFujiwara
0x085E5F9D	rom	sCreditsText_SatoshiOhta
0x085E5FAA	rom	sCreditsText_AsukaIwashita
0x085E5FB9	rom	sCreditsText_AimiTomita
0x085E5FC5	rom	sCreditsText_TakaoUnno
0x085E5FD0	rom	sCreditsText_KanakoEo
0x085E5FDA	rom	sCreditsText_JunOkutani
0x085E5FE6	rom	sCreditsText_AtsukoNishida
0x085E5FF5	rom	sCreditsText_MuneoSaito
0x085E6001	rom	sCreditsText_RenaYoshikawa
0x085E6010	rom	sCreditsText_GoIchinose
0x085E601C	rom	sCreditsText_MorikazuAoki
0x085E602A	rom	sCreditsText_KojiNishino
0x085E6037	rom	sCreditsText_KenjiMatsushima
0x085E6048	rom	sCreditsText_TetsujiOhta
0x085E6055	rom	sCreditsText_HitomiSato
0x085E6061	rom	sCreditsText_TakeshiKawachimaru
0x085E6075	rom	sCreditsText_TeruyukiShimoyamada
0x085E608A	rom	sCreditsText_ShigeruOhmori
0x085E6099	rom	sCreditsText_TadashiTakahashi
0x085E60AB	rom	sCreditsText_ToshinobuMatsumiya
0x085E60BF	rom	sCreditsText_AkihitoTomisawa
0x085E60D0	rom	sCreditsText_HirokiEnomoto
0x085E60DF	rom	sCreditsText_KazuyukiTerada
0x085E60EF	rom	sCreditsText_YuriSakurai
0x085E60FC	rom	sCreditsText_HiromiSagawa
0x085E610A	rom	sCreditsText_KenjiTominaga
0x085E6119	rom	sCreditsText_YoshioTajiri
0x085E6127	rom	sCreditsText_TeikoSasaki
0x085E6134	rom	sCreditsText_SachikoHamano
0x085E6143	rom	sCreditsText_ChieMatsumiya
0x085E6152	rom	sCreditsText_AkikoShinozaki
0x085E6162	rom	sCreditsText_AstukoFujii
0x085E616F	rom	sCreditsText_NozomuSaito
0x085E617C	rom	sCreditsText_KenkichiToyama
0x085E618C	rom	sCreditsText_SuguruNakatsui
0x085E619C	rom	sCreditsText_YumiFunasaka
0x085E61AA	rom	sCreditsText_NaokoYanase
0x085E61B7	rom	sCreditsText_NCLSuperMarioClub
0x085E61CC	rom	sCreditsText_AtsushiTada
0x085E61D9	rom	sCreditsText_TakahiroOhnishi
0x085E61EA	rom	sCreditsText_NorihideOkamura
0x085E61FB	rom	sCreditsText_HiroNakamura
0x085E6209	rom	sCreditsText_HiroyukiUesugi
0x085E6219	rom	sCreditsText_TerukiMurakawa
0x085E6229	rom	sCreditsText_AkiraKinashi
0x085E6237	rom	sCreditsText_MichikoTakizawa
0x085E6248	rom	sCreditsText_MakikoTakada
0x085E6256	rom	sCreditsText_TakanaoKondo
0x085E6264	rom	sCreditsText_AiMashima
0x085E626F	rom	sCreditsText_GakujiNomoto
0x085E627D	rom	sCreditsText_TakehiroIzushi
0x085E628D	rom	sCreditsText_HitoshiYamagami
0x085E629E	rom	sCreditsText_KyokoWatanabe
0x085E62AD	rom	sCreditsText_TakaoNakano
0x085E62BA	rom	sCreditsText_HiroyukiJinnai
0x085E62CA	rom	sCreditsText_HiroakiTsuru
0x085E62D8	rom	sCreditsText_TsunekazIshihara
0x085E62EA	rom	sCreditsText_SatoruIwata
0x085E62F7	rom	sCreditsText_KazuyaSuyama
0x085E6305	rom	sCreditsText_SatoshiMitsuhara
0x085E6317	rom	sCreditsText_JapanBrailleLibrary
0x085E632D	rom	sCreditsText_TomotakaKomura
0x085E633D	rom	sCreditsText_MikikoOhhashi
0x085E634C	rom	sCreditsText_DaisukeHoshino
0x085E635C	rom	sCreditsText_KenjiroIto
0x085E6368	rom	sCreditsText_RuiKawaguchi
0x085E6376	rom	sCreditsText_ShunsukeKohori
0x085E6386	rom	sCreditsText_SachikoNakamichi
0x085E6398	rom	sCreditsText_FujikoNomura
0x085E63A6	rom	sCreditsText_KazukiYoshihara
0x085E63B7	rom	sCreditsText_RetsujiNomoto
0x085E63C6	rom	sCreditsText_AzusaTajima
0x085E63D3	rom	sCreditsText_ShusakuEgami
0x085E63E1	rom	sCreditsText_PackageAndManual
0x085E63FF	rom	sCreditsText_EnglishVersion
0x085E641C	rom	sCreditsText_Translator
0x085E6427	rom	sCreditsText_TextEditor
0x085E6433	rom	sCreditsText_NCLCoordinator
0x085E6443	rom	sCreditsText_GraphicDesigner
0x085E6454	rom	sCreditsText_NOAProductTesting
0x085E6468	rom	sCreditsText_HideyukiNakajima
0x085E647A	rom	sCreditsText_HidenoriSaeki
0x085E6489	rom	sCreditsText_YokoWatanabe
0x085E6497	rom	sCreditsText_SakaeKimura
0x085E64A4	rom	sCreditsText_ChiakiShinkai
0x085E64B3	rom	sCreditsText_SethMcMahill
0x085E64C1	rom	sCreditsText_NobOgasawara
0x085E64CF	rom	sCreditsText_TeresaLillygren
0x085E64E0	rom	sCreditsText_KimikoNakamichi
0x085E64F1	rom	sCreditsText_SouichiYamamoto
0x085E6502	rom	sCreditsText_YuichiroIto
0x085E650F	rom	sCreditsText_ThomasHertzog
0x085E651E	rom	sCreditsText_MikaKurosawa
0x085E652C	rom	sCreditsText_NationalFederationBlind
0x085E654D	rom	sCreditsText_PatriciaAMaurer
0x085E6560	rom	sCreditsText_EuropeanBlindUnion
0x085E6575	rom	sCreditsText_AustralianBrailleAuthority
0x085E6592	rom	sCreditsText_RoyalNewZealandFederationBlind
0x085E65BD	rom	sCreditsText_MotoyasuTojima
0x085E65CD	rom	sCreditsText_NicolaPrattBarlow
0x085E65E1	rom	sCreditsText_ShellieDow
0x085E65ED	rom	sCreditsText_ErikJohnson
0x085E65FC	rom	sCreditsEntry_EmptyString
0x085E6604	rom	sCreditsEntry_PkmnEmeraldVersion
0x085E660C	rom	sCreditsEntry_Credits
0x085E6614	rom	sCreditsEntry_ExecutiveDirector
0x085E661C	rom	sCreditsEntry_Director
0x085E6624	rom	sCreditsEntry_ArtDirector
0x085E662C	rom	sCreditsEntry_BattleDirector
0x085E6634	rom	sCreditsEntry_MainProgrammer
0x085E663C	rom	sCreditsEntry_BattleSystemPgrms
0x085E6644	rom	sCreditsEntry_FieldSystemPgrms
0x085E664C	rom	sCreditsEntry_Programmers
0x085E6654	rom	sCreditsEntry_MainGraphicDesigner
0x085E665C	rom	sCreditsEntry_GraphicDesigners
0x085E6664	rom	sCreditsEntry_PkmnDesigners
0x085E666C	rom	sCreditsEntry_MusicComposition
0x085E6674	rom	sCreditsEntry_SoundEffectsAndPkmnVoices
0x085E667C	rom	sCreditsEntry_GameDesigners
0x085E6684	rom	sCreditsEntry_ScenarioPlot
0x085E668C	rom	sCreditsEntry_Scenario
0x085E6694	rom	sCreditsEntry_ScriptDesigners
0x085E669C	rom	sCreditsEntry_MapDesigners
0x085E66A4	rom	sCreditsEntry_MapDataDesigners
0x085E66AC	rom	sCreditsEntry_ParametricDesigners
0x085E66B4	rom	sCreditsEntry_PokedexText
0x085E66BC	rom	sCreditsEntry_EnvAndToolPgrms
0x085E66C4	rom	sCreditsEntry_NCLProductTesting
0x085E66CC	rom	sCreditsEntry_SpecialThanks
0x085E66D4	rom	sCreditsEntry_Coordinators
0x085E66DC	rom	sCreditsEntry_Producers
0x085E66E4	rom	sCreditsEntry_ExecProducers
0x085E66EC	rom	sCreditsEntry_InfoSupervisors
0x085E66F4	rom	sCreditsEntry_TaskManagers
0x085E66FC	rom	sCreditsEntry_BrailleCodeCheck
0x085E6704	rom	sCreditsEntry_WorldDirector
0x085E670C	rom	sCreditsEntry_BattleFrontierData
0x085E6714	rom	sCreditsEntry_SupportProgrammers
0x085E671C	rom	sCreditsEntry_Artwork
0x085E6724	rom	sCreditsEntry_LeadProgrammer
0x085E672C	rom	sCreditsEntry_LeadGraphicArtist
0x085E6734	rom	sCreditsEntry_SatoshiTajiri
0x085E673C	rom	sCreditsEntry_JunichiMasuda
0x085E6744	rom	sCreditsEntry_KenSugimori
0x085E674C	rom	sCreditsEntry_ShigekiMorimoto
0x085E6754	rom	sCreditsEntry_TetsuyaWatanabe
0x085E675C	rom	sCreditsEntry_HisashiSogabe
0x085E6764	rom	sCreditsEntry_SosukeTamada
0x085E676C	rom	sCreditsEntry_AkitoMori
0x085E6774	rom	sCreditsEntry_KeitaKagaya
0x085E677C	rom	sCreditsEntry_YoshinoriMatsuda
0x085E6784	rom	sCreditsEntry_HiroyukiNakamura
0x085E678C	rom	sCreditsEntry_MasaoTaya
0x085E6794	rom	sCreditsEntry_SatoshiNohara
0x085E679C	rom	sCreditsEntry_TomomichiOhta
0x085E67A4	rom	sCreditsEntry_MiyukiIwasawa
0x085E67AC	rom	sCreditsEntry_TakenoriOhta
0x085E67B4	rom	sCreditsEntry_HironobuYoshida
0x085E67BC	rom	sCreditsEntry_MotofumiFujiwara
0x085E67C4	rom	sCreditsEntry_SatoshiOhta
0x085E67CC	rom	sCreditsEntry_AsukaIwashita
0x085E67D4	rom	sCreditsEntry_AimiTomita
0x085E67DC	rom	sCreditsEntry_TakaoUnno
0x085E67E4	rom	sCreditsEntry_KanakoEo
0x085E67EC	rom	sCreditsEntry_JunOkutani
0x085E67F4	rom	sCreditsEntry_AtsukoNishida
0x085E67FC	rom	sCreditsEntry_MuneoSaito
0x085E6804	rom	sCreditsEntry_RenaYoshikawa
0x085E680C	rom	sCreditsEntry_GoIchinose
0x085E6814	rom	sCreditsEntry_MorikazuAoki
0x085E681C	rom	sCreditsEntry_KojiNishino
0x085E6824	rom	sCreditsEntry_KenjiMatsushima
0x085E682C	rom	sCreditsEntry_TetsujiOhta
0x085E6834	rom	sCreditsEntry_HitomiSato
0x085E683C	rom	sCreditsEntry_TakeshiKawachimaru
0x085E6844	rom	sCreditsEntry_TeruyukiShimoyamada
0x085E684C	rom	sCreditsEntry_ShigeruOhmori
0x085E6854	rom	sCreditsEntry_TadashiTakahashi
0x085E685C	rom	sCreditsEntry_ToshinobuMatsumiya
0x085E6864	rom	sCreditsEntry_AkihitoTomisawa
0x085E686C	rom	sCreditsEntry_HirokiEnomoto
0x085E6874	rom	sCreditsEntry_KazuyukiTerada
0x085E687C	rom	sCreditsEntry_YuriSakurai
0x085E6884	rom	sCreditsEntry_HiromiSagawa
0x085E688C	rom	sCreditsEntry_KenjiTominaga
0x085E6894	rom	sCreditsEntry_YoshioTajiri
0x085E689C	rom	sCreditsEntry_TeikoSasaki
0x085E68A4	rom	sCreditsEntry_SachikoHamano
0x085E68AC	rom	sCreditsEntry_ChieMatsumiya
0x085E68B4	rom	sCreditsEntry_AkikoShinozaki
0x085E68BC	rom	sCreditsEntry_AstukoFujii
0x085E68C4	rom	sCreditsEntry_NozomuSaito
0x085E68CC	rom	sCreditsEntry_KenkichiToyama
0x085E68D4	rom	sCreditsEntry_SuguruNakatsui
0x085E68DC	rom	sCreditsEntry_YumiFunasaka
0x085E68E4	rom	sCreditsEntry_NaokoYanase
0x085E68EC	rom	sCreditsEntry_NCLSuperMarioClub
0x085E68F4	rom	sCreditsEntry_AtsushiTada
0x085E68FC	rom	sCreditsEntry_TakahiroOhnishi
0x085E6904	rom	sCreditsEntry_NorihideOkamura
0x085E690C	rom	sCreditsEntry_HiroNakamura
0x085E6914	rom	sCreditsEntry_HiroyukiUesugi
0x085E691C	rom	sCreditsEntry_TerukiMurakawa
0x085E6924	rom	sCreditsEntry_AkiraKinashi
0x085E692C	rom	sCreditsEntry_MichikoTakizawa
0x085E6934	rom	sCreditsEntry_MakikoTakada
0x085E693C	rom	sCreditsEntry_TakanaoKondo
0x085E6944	rom	sCreditsEntry_AiMashima
0x085E694C	rom	sCreditsEntry_GakujiNomoto
0x085E6954	rom	sCreditsEntry_TakehiroIzushi
0x085E695C	rom	sCreditsEntry_HitoshiYamagami
0x085E6964	rom	sCreditsEntry_KyokoWatanabe
0x085E696C	rom	sCreditsEntry_TakaoNakano
0x085E6974	rom	sCreditsEntry_HiroyukiJinnai
0x085E697C	rom	sCreditsEntry_HiroakiTsuru
0x085E6984	rom	sCreditsEntry_TsunekazIshihara
0x085E698C	rom	sCreditsEntry_SatoruIwata
0x085E6994	rom	sCreditsEntry_KazuyaSuyama
0x085E699C	rom	sCreditsEntry_SatoshiMitsuhara
0x085E69A4	rom	sCreditsEntry_JapanBrailleLibrary
0x085E69AC	rom	sCreditsEntry_TomotakaKomura
0x085E69B4	rom	sCreditsEntry_MikikoOhhashi
0x085E69BC	rom	sCreditsEntry_DaisukeHoshino
0x085E69C4	rom	sCreditsEntry_KenjiroIto
0x085E69CC	rom	sCreditsEntry_RuiKawaguchi
0x085E69D4	rom	sCreditsEntry_ShunsukeKohori
0x085E69DC	rom	sCreditsEntry_SachikoNakamichi
0x085E69E4	rom	sCreditsEntry_FujikoNomura
0x085E69EC	rom	sCreditsEntry_KazukiYoshihara
0x085E69F4	rom	sCreditsEntry_RetsujiNomoto
0x085E69FC	rom	sCreditsEntry_AzusaTajima
0x085E6A04	rom	sCreditsEntry_ShusakuEgami
0x085E6A0C	rom	sCreditsEntry_PackageAndManual
0x085E6A14	rom	sCreditsEntry_EnglishVersion
0x085E6A1C	rom	sCreditsEntry_Translator
0x085E6A24	rom	sCreditsEntry_TextEditor
0x085E6A2C	rom	sCreditsEntry_NCLCoordinator
0x085E6A34	rom	sCreditsEntry_GraphicDesigner
0x085E6A3C	rom	sCreditsEntry_NOAProductTesting
0x085E6A44	rom	sCreditsEntry_HideyukiNakajima
0x085E6A4C	rom	sCreditsEntry_HidenoriSaeki
0x085E6A54	rom	sCreditsEntry_YokoWatanabe
0x085E6A5C	rom	sCreditsEntry_SakaeKimura
0x085E6A64	rom	sCreditsEntry_ChiakiShinkai
0x085E6A6C	rom	sCreditsEntry_SethMcMahill
0x085E6A74	rom	sCreditsEntry_NobOgasawara
0x085E6A7C	rom	sCreditsEntry_TeresaLillygren
0x085E6A84	rom	sCreditsEntry_KimikoNakamichi
0x085E6A8C	rom	sCreditsEntry_SouichiYamamoto
0x085E6A94	rom	sCreditsEntry_YuichiroIto
0x085E6A9C	rom	sCreditsEntry_ThomasHertzog
0x085E6AA4	rom	sCreditsEntry_MikaKurosawa
0x085E6AAC	rom	sCreditsEntry_NationalFederationBlind
0x085E6AB4	rom	sCreditsEntry_PatriciaAMaurer
0x085E6ABC	rom	sCreditsEntry_EuropeanBlindUnion
0x085E6AC4	rom	sCreditsEntry_AustralianBrailleAuthority
0x085E6ACC	rom	sCreditsEntry_RoyalNewZealandFederationBlind
0x085E6AD4	rom	sCreditsEntry_MotoyasuTojima
0x085E6ADC	rom	sCreditsEntry_NicolaPrattBarlow
0x085E6AE4	rom	sCreditsEntry_ShellieDow
0x085E6AEC	rom	sCreditsEntry_ErikJohnson
0x085E6AF4	rom	sCreditsEntryPointerTable
0x085E6F68	rom	sBackgroundTemplates
0x085E6F6C	rom	sWindowTemplates
0x085E6F7C	rom	sMonSpritePos
0x085E6F84	rom	sAnim_Player_Slow
0x085E6F98	rom	sAnim_Player_Fast
0x085E6FAC	rom	sAnim_Player_LookBack
0x085E6FBC	rom	sAnim_Player_LookForward
0x085E6FD0	rom	sAnims_Player
0x085E6FE0	rom	sAnim_Rival_Slow
0x085E6FF4	rom	sAnim_Rival_Fast
0x085E7008	rom	sAnim_Rival_Still
0x085E7010	rom	sAnims_Rival
0x085E701C	rom	sSpriteSheet_MonBg
0x085E702C	rom	sSpritePalette_MonBg
0x085E703C	rom	sOamData_MonBg
0x085E7044	rom	sAnim_MonBg_Yellow
0x085E704C	rom	sAnim_MonBg_Red
0x085E7054	rom	sAnim_MonBg_Blue
0x085E705C	rom	sAnims_MonBg
0x085E7068	rom	sSpriteTemplate_CreditsMonBg
0x085E7080	rom	sLotteryPrizes
0x085E7088	rom	sDiplomaPalettes
0x085E70C8	rom	sDiplomaTilemap
0x085E7804	rom	sDiplomaTiles
0x085E81FC	rom	sDiplomaBgTemplates
0x085E8204	rom	sDiplomaWinTemplates
0x085E8218	rom	gText_ExpandedPlaceholder_Empty
0x085E8219	rom	gText_ExpandedPlaceholder_Kun
0x085E821A	rom	gText_ExpandedPlaceholder_Chan
0x085E821B	rom	gText_ExpandedPlaceholder_Sapphire
0x085E8224	rom	gText_ExpandedPlaceholder_Ruby
0x085E8229	rom	gText_ExpandedPlaceholder_Emerald
0x085E8231	rom	gText_ExpandedPlaceholder_Aqua
0x085E8236	rom	gText_ExpandedPlaceholder_Magma
0x085E823C	rom	gText_ExpandedPlaceholder_Archie
0x085E8243	rom	gText_ExpandedPlaceholder_Maxie
0x085E8249	rom	gText_ExpandedPlaceholder_Kyogre
